dataset_name,accuracy_summary,accuracy_random,delta_accuracy,f1_summary,f1_random,balanced_accuracy_summary,balanced_accuracy_random,delta_balanced_accuracy,roc_auc_summary,roc_auc_random,delta_roc_auc,log_loss_summary,log_loss_random,delta_log_loss,fit_seconds_summary,fit_seconds_random,predict_seconds_summary,predict_seconds_random,task_type_summary,n_train_summary,n_val_summary,n_test_summary,n_features_summary,n_classes_summary
pendigits,0.9968167348794906,0.9972714870395636,0.0004547521600729576,0.996819604653752,0.997273276642423,0.9967942217347212,0.9972681553840104,0.00047393364928915993,0.9997106283167064,0.9997121736022538,1.5452855474107352e-06,0.0106484674926686,0.0128193643522196,0.002170896859551,0.6378059387207031,14.23433232307434,1.8771557807922363,1.3992702960968018,multiclass,8793,1759,2199,16,10
pol,0.9910758552305404,0.992563212692117,0.0014873574615765772,0.9910756578038038,0.992563135915902,0.9910783110733556,0.9925649314896094,0.0014866204162538033,0.9997807431528938,0.999789592083943,8.848931049243447e-06,0.0209589387967249,0.020920619279036,-3.831951768890063e-05,0.6493439674377441,18.230698823928837,1.9874796867370603,1.511378049850464,binclass,8065,1613,2017,26,2
rice_cammeo_and_osmancik,0.9304461942257218,0.9304461942257218,0.0,0.9301801841698922,0.93028263305116,0.9256768165700456,0.9268376765914336,0.0011608600213879328,0.9786964597287106,0.9769657229695504,-0.0017307367591601341,0.1833028732835232,0.1938992174050329,0.010596344121509699,0.5189638137817383,12.69823145866394,0.6434459686279297,0.5891482830047607,binclass,3048,610,762,7,2
rl,0.903420523138833,0.8943661971830986,-0.00905432595573441,0.9034013605442176,0.8943421362993529,0.903420523138833,0.8943661971830985,-0.009054325955734521,0.9516009538113996,0.9482164617483574,-0.003384492063042255,0.2767802852401595,0.2929597122162481,0.016179426976088596,0.5792934894561768,15.009244918823242,0.788703441619873,0.7062737941741943,binclass,3976,796,994,12,2
segment,0.948051948051948,0.9372294372294372,-0.010822510822510845,0.9479996078536224,0.9371760551764846,0.948051948051948,0.9372294372294372,-0.010822510822510845,0.9968297695570424,0.9958240412785866,-0.0010057282784557975,0.1486823196927429,0.1699289830908586,0.021246663398115706,0.6345407962799072,8.435113668441772,0.743004322052002,0.4716935157775879,multiclass,1848,370,462,17,7
semeion,0.9592476489028212,0.9529780564263324,-0.006269592476488839,0.9594012559871594,0.953089419686292,0.959375,0.9530241935483872,-0.006350806451612789,0.9990296744845328,0.9990405629862752,1.088850174235656e-05,0.1490701030265195,0.1391276491810384,-0.009942453845481092,1.1096935272216797,43.69405031204224,1.3722734451293943,1.2100045680999756,multiclass,1274,255,319,256,10
shrutime,0.8695,0.8735,0.0040000000000000036,0.8583802325835219,0.8612633243351486,0.7253044178967025,0.7248503491852345,-0.0004540687114680253,0.8859536082474228,0.884282827249239,-0.0016707809981837407,0.3047273537634816,0.3080566216785053,0.0033292679150236926,0.7127993106842041,12.428614377975464,1.5611474514007568,1.1257143020629885,binclass,8000,1600,2000,10,2
spambase,0.9565689467969598,0.9576547231270358,0.0010857763300760048,0.9565689467969598,0.957644474401364,0.9545306436802038,0.955426701027874,0.0008960573476701761,0.9905556049251064,0.9909703091521274,0.00041470422702094556,0.1201718175120327,0.1186971316471305,-0.0014746858649021949,0.5626020431518555,12.864884853363035,1.5441479682922363,1.329097032546997,binclass,3680,736,921,57,2
sports_articles_for_objectivity_analysis,0.855,0.845,-0.010000000000000009,0.8527182148705282,0.8425608503788404,0.8304929349584727,0.8197066120159637,-0.010786322942508919,0.9002265127817928,0.9032466832056952,0.0030201704239024574,0.385181763300322,0.3744814965375516,-0.010700266762770416,0.577195405960083,12.417716026306152,0.5325090885162354,0.4946367740631103,binclass,800,160,200,59,2
steel_plates_faults,0.8688946015424165,0.8406169665809768,-0.028277634961439646,0.8684020283722197,0.8407789123274074,0.90083234666568,0.8721605514368671,-0.028671795228812913,0.9827323266619016,0.9802323798768292,-0.002499946785072371,0.367135921046178,0.3874117375214187,0.020275816475240738,0.669663667678833,16.160257577896118,0.536766529083252,0.4828066825866699,multiclass,1552,311,389,27,7
sylvine,0.982439024390244,0.9707317073170731,-0.011707317073170853,0.9824388238110529,0.9707316516010556,0.9824428149366472,0.9707335830896686,-0.011709231846978585,0.9982486598440546,0.9979250426413256,-0.0003236172027289985,0.051536126398266,0.0591895418581999,0.0076534154599339,0.6553833484649658,13.087030172348022,0.9838194847106934,0.7867140769958496,binclass,4099,820,1025,20,2
telco-customer-churn,0.8041163946061036,0.8048261178140526,0.0007097232079489313,0.7948010078500996,0.7949110424513848,0.7104200573510037,0.7091955359218787,-0.0012245214291249917,0.851241313389651,0.8510501433775091,-0.00019117001214197238,0.41066976263188,0.4102857647623726,-0.0003839978695073798,0.6361033916473389,14.75683069229126,1.2821509838104248,0.982614040374756,binclass,5634,1127,1409,18,2
thyroid-ann,0.9894039735099338,0.9880794701986756,-0.0013245033112582183,0.9891688392896362,0.9878644042103668,0.9113255919167548,0.9025536620921932,-0.008771929824561542,0.9995059057666112,0.9988082912598836,-0.0006976145067276729,0.019636437973186,0.0350326041404768,0.015396166167290799,0.6616742610931396,18.675710916519165,0.8171358108520508,0.7466878890991211,multiclass,3017,604,755,21,3
turiye_student_evaluation,0.5223367697594502,0.520618556701031,-0.0017182130584192379,0.4900510227930256,0.4905814305075623,0.4072196782525421,0.4098288722232384,0.0026091939706962552,0.7669075211861227,0.7639629592675881,-0.0029445619185346494,1.1830196590771818,1.1903069145655911,0.007287255488409361,0.7369678020477295,39.82311797142029,1.353609323501587,1.085352897644043,multiclass,4656,932,1164,32,5
vehicle,0.888235294117647,0.8941176470588236,0.005882352941176561,0.8865706150645658,0.8926598118922366,0.8885281385281385,0.8947510822510822,0.006222943722943741,0.9763778972763348,0.9740865688131312,-0.002291328463203679,0.2554886953799184,0.2606973422620132,0.0052086468820947696,0.5160267353057861,9.822251558303831,0.4935681819915771,0.4800269603729248,multiclass,676,136,170,18,4
water_quality,0.9075,0.905,-0.0024999999999999467,0.8953511100092846,0.8929228733167178,0.6724298268727043,0.6686247461987942,-0.003805080673910055,0.912868689843302,0.9085405074474184,-0.004328182395883617,0.2136100743066258,0.2177451742327535,0.0041350999261277055,0.6768555641174316,11.503594398498535,1.4239249229431152,1.0424232482910156,binclass,6396,1280,1600,20,2
waveform_database_generator_version_1,0.872,0.868,-0.0040000000000000036,0.871398129680973,0.8677767786832707,0.8718356673504322,0.8679073738174763,-0.003928293532955873,0.9735765931494256,0.9725033201972788,-0.0010732729521467643,0.287673577108609,0.2927088258116233,0.00503524870301425,0.6301381587982178,23.85536742210388,0.9759063720703124,0.8200488090515137,multiclass,4000,800,1000,21,3
wine,0.786692759295499,0.7651663405088063,-0.021526418786692703,0.7852074210292779,0.7636076619640798,0.7868566176470588,0.7653262867647059,-0.0215303308823529,0.8756433823529413,0.8699295343137255,-0.005713848039215708,0.4547601000105623,0.4493147531543623,-0.005445346856199962,0.6147291660308838,8.034082889556885,0.5928497314453125,0.5576512813568115,binclass,2043,409,511,4,2
wine-quality-white,0.6744897959183673,0.6561224489795918,-0.01836734693877551,0.6668761482189028,0.6460108473535884,0.396532811812635,0.3822891762140657,-0.014243635598569282,0.9093686539512708,0.8963308490073615,-0.01303780494390927,0.7575167013725385,0.8028392083031746,0.04532250693063611,0.6187586784362793,17.070534229278564,0.7749676704406738,0.681645393371582,multiclass,3918,784,980,11,7
BLE_RSSI_dataset_for_Indoor_localization,0.7325988983475212,0.758137205808713,0.02553830746119179,0.732261005216419,0.7577771841886759,0.7320213700624537,0.7578756870544007,0.025854316991946957,0.9030766833289078,0.9188840337868406,0.0158073504579328,0.5865750230788574,0.5364816665313568,-0.05009335654750069,1.569704294204712,25.996546506881717,2.837652444839477,0.9849441051483154,multiclass,7987,1598,1997,3,3
BNG(cmc),0.5886075949367089,0.5872513562386981,-0.0013562386980108254,0.5872630800128735,0.5854122349949082,0.5695514682950084,0.5666405011123222,-0.0029109671826861305,0.7663268990896294,0.7658891431254036,-0.00043775596422579444,0.8730918208991995,0.8730739863300606,-1.7834569138841516e-05,1.1139566898345947,129.9259808063507,18.44194793701172,12.752584218978882,multiclass,44236,8848,11060,9,3
Bank_Customer_Churn_Dataset,0.878,0.8575,-0.020499999999999963,0.8680798282528358,0.8556543303471325,0.7487209860091215,0.7678641661692509,0.01914318016012939,0.8864889542855644,0.8760517065601812,-0.010437247725383236,0.3085202200100904,0.3594424414872602,0.05092222147716979,0.7346339225769043,12.152786493301392,1.5448248386383057,1.105733871459961,binclass,8000,1600,2000,10,2
California-Housing-Classification,0.9195736434108528,0.9207848837209304,0.001211240310077577,0.9195735301367404,0.9207845908538989,0.9195743287414953,0.920785921440719,0.0012115926992237736,0.9789690136018094,0.9787500044013104,-0.00021900920049899852,0.1862329430538064,0.1882071616812243,0.001974218627417923,0.5306129455566406,42.543187618255615,3.790614128112793,2.6881606578826904,binclass,16512,3303,4128,8,2
Click_prediction_small,0.8334167709637046,0.83279098873592,-0.0006257822277846437,0.763162972272759,0.7592204859050842,0.5103115078637352,0.5051957860291112,-0.005115721834624054,0.625785154667027,0.6273579240740956,0.0015727694070686304,0.4382894134245221,0.439158606905097,0.0008691934805749035,0.5764784812927246,44.98828339576721,10.71051573753357,6.9844183921813965,binclass,31958,6392,7990,3,2
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),0.9854166666666668,0.9791666666666666,-0.0062500000000002,0.985419137011668,0.9791692006510168,0.9856090100111234,0.9792825361512792,-0.006326473859844195,0.9978448275862069,0.9972712736373748,-0.0005735539488320729,0.0527151528999949,0.0638224588223996,0.011107305922404706,0.5427584648132324,10.46670699119568,0.876589298248291,0.4662864208221435,binclass,1920,384,480,30,2
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),0.96875,0.96875,0.0,0.9687552935964316,0.968752036493972,0.9689238042269188,0.9687847608453838,-0.00013904338153503115,0.9952377641824248,0.9943861234705228,-0.0008516407119020242,0.0847020118056949,0.0953793856573205,0.010677373851625607,0.530120849609375,11.371843099594116,0.8523256778717041,0.4641683101654053,binclass,1920,384,480,30,2
Credit_c,0.8198,0.81325,-0.006549999999999945,0.8196209068102378,0.8133157724270034,0.836096850131454,0.8204360748815986,-0.01566077524985532,0.9325024318345704,0.9273300241347868,-0.005172407699783554,0.4164081092319479,0.4407815234101476,0.024373414178199715,1.7227323055267334,479.7576777935028,58.80084943771362,28.646157264709476,multiclass,80000,16000,20000,22,3
Diabetic_Retinopathy_Debrecen,0.7489177489177489,0.7489177489177489,0.0,0.7487568958024189,0.7489177489177489,0.747289972899729,0.7478545618789522,0.0005645889792231795,0.8327311050888286,0.8373230954531767,0.0045919903643480975,0.497082056890597,0.4841768094269514,-0.012905247463645575,0.7216498851776123,8.461467027664185,0.5928480625152588,0.4736979007720947,binclass,920,184,231,19,2
Employee,0.8625134264232008,0.8528464017185822,-0.009667024704618665,0.8565492171460555,0.8437685141652652,0.8163717266775777,0.7963558715220949,-0.020015855155482876,0.8799969312602292,0.8750818330605564,-0.004915098199672729,0.3484467668928112,0.3538418974780197,0.0053951305852085185,0.5508987903594971,9.080119132995604,0.7455129623413086,0.5907347202301025,binclass,3722,745,931,8,2
FOREX_audcad-day-High,0.7411444141689373,0.7411444141689373,0.0,0.740901904864998,0.740693610707586,0.7407621933107587,0.740613675518327,-0.000148517792431635,0.8316402304996139,0.8305411988356205,-0.0010990316639933884,0.5050213664997297,0.5084220702776182,0.0034007037778884808,0.5192692279815674,17.32353663444519,0.4902560710906982,0.4905660152435303,binclass,1467,294,367,10,2
FOREX_audchf-day-High,0.7574931880108992,0.6730245231607629,-0.08446866485013627,0.75746798033842,0.6493808029456501,0.7577080734271966,0.6766025069803363,-0.08110556644686029,0.8376700528723341,0.8305114952771342,-0.007158557595199899,0.4971519513190489,0.5967048020234306,0.09955285070438169,0.5203146934509277,7.936278820037842,0.494518518447876,0.4630823135375976,binclass,1466,294,367,10,2
FOREX_audjpy-hour-High,0.7210496292070736,0.7209355390758699,-0.00011409013120367018,0.7210588155824698,0.7207630432300667,0.7216651413147127,0.7220066648552135,0.0003415235405007655,0.7968894597710962,0.7944800863660842,-0.0024093734050119053,0.5450362438039899,0.5494298322264155,0.004393588422425654,0.7299497127532959,54.63952660560608,12.559349298477173,8.594046831130981,binclass,35060,7012,8765,10,2
FOREX_audusd-hour-High,0.689218482601255,0.7091842555618939,0.01996577296063895,0.6883429734519192,0.7085310864861528,0.6934942566907742,0.7066085492810845,0.013114292590310273,0.7588373896479047,0.7848866547962935,0.02604926514838879,0.58304355829907,0.5623474754425271,-0.020696082856542897,0.602386474609375,196.39784383773804,12.566981554031372,8.627562522888184,binclass,35060,7012,8765,10,2
FOREX_cadjpy-hour-High,0.7108956075299486,0.7119224187107815,0.0010268111808329206,0.710912428833357,0.7109570192803799,0.7117421219911735,0.7100329770688006,-0.0017091449223728405,0.7831296612510161,0.7829829076645201,-0.0001467535864960734,0.561623854761214,0.5692160284107085,0.007592173649494494,0.5913753509521484,54.853275775909424,12.57476282119751,8.615311861038208,binclass,35060,7012,8765,10,2
Fitness_Club_c,0.7966666666666666,0.7966666666666666,0.0,0.7919126658337796,0.7910568700935312,0.739287028760713,0.7361848677638152,-0.0031021609968977515,0.8234397181765603,0.8270676691729323,0.0036279509963720313,0.4532609876445627,0.4546457393183044,0.001384751673741691,0.5779218673706055,13.919032573699951,0.489393949508667,0.4807970523834228,binclass,1200,240,300,6,2
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,0.678125,0.690625,0.012500000000000067,0.6777442094662638,0.6904768883547792,0.6781250000000001,0.690625,0.012499999999999956,0.757265625,0.759140625,0.00187499999999996,0.550760688859457,0.5495888579199417,-0.0011718309395152282,0.5710694789886475,12.70693588256836,0.5092957019805908,0.4861707687377929,binclass,1280,256,320,20,2
GesturePhaseSegmentationProcessed,0.8278481012658228,0.8217721518987342,-0.006075949367088551,0.8263483766913349,0.820473915257765,0.7999016364967685,0.7955302821171969,-0.00437135437957159,0.9673230244533484,0.9615680616265714,-0.00575496282677701,0.4912032285663368,0.516643212467639,0.0254399839013022,0.6689581871032715,36.6792848110199,2.101064682006836,1.635786056518555,multiclass,7898,1580,1975,32,5
Heart-Disease-Dataset-(Comprehensive),0.953781512605042,0.9369747899159664,-0.01680672268907557,0.9536614172576188,0.9368834898709552,0.9511664407505172,0.9350431618748662,-0.016123278875650904,0.9842334308339872,0.9703930941000214,-0.013840336733965786,0.1509176278974729,0.2093050645865777,0.05838743668910479,0.6179032325744629,10.237768173217772,0.4859235286712646,0.4668140411376953,binclass,952,191,238,11,2
Insurance,0.7575371549893843,0.7575371549893843,0.0,0.6530303380048618,0.6530303380048618,0.5,0.5,0.0,0.5040443904957866,0.4991398046853526,-0.00490458581043407,0.5553308650870328,0.5660885347032683,0.010757669616235477,0.6691279411315918,28.18956065177917,4.73929238319397,3.23755955696106,binclass,18838,3768,4710,10,2
Is-this-a-good-customer,0.8840579710144928,0.8840579710144928,0.0,0.829654403567447,0.829654403567447,0.5,0.5,0.0,0.7435245901639345,0.7423770491803279,-0.0011475409836065875,0.3220641440745498,0.3195621416909866,-0.0025020023835631844,0.5423052310943604,8.286328792572021,0.497967004776001,0.4582698345184326,binclass,1378,276,345,13,2
KDD,0.7934458788480635,0.8073485600794439,0.013902681231380387,0.7932257327433344,0.8060876822111309,0.7939243302954985,0.8084447863652503,0.01452045606975183,0.9035112636603936,0.9054957194145264,0.0019844557541328633,0.3722556571329808,0.3667904482035727,-0.005465208929408105,0.6367533206939697,19.777090787887573,1.448988676071167,1.2310121059417725,binclass,4025,805,1007,45,2
Long,0.9944196428571428,0.9921875,-0.0022321428571427937,0.9944294891772116,0.9922103018927738,0.9949162312654845,0.9933585988667304,-0.0015576323987540608,0.999957073122869,0.999871219368607,-8.58537542619553e-05,0.0091087346383156,0.0187325010459584,0.009623766407642799,0.5235514640808105,9.105209827423096,0.8281142711639404,0.6962440013885498,binclass,3581,717,896,19,2
MagicTelescope,0.898527865404837,0.8940588853838065,-0.004468980021030466,0.8972402378861712,0.892488930158156,0.8776344836866588,0.8711107837895832,-0.006523699897075574,0.94901421666503,0.948422916386322,-0.0005913002787080179,0.2563758747714479,0.2609174300320742,0.004541555260626273,0.6830720901489258,48.35559415817261,3.3432059288024902,2.365799903869629,binclass,15216,3044,3804,9,2
Mobile_Price_Classification,0.9675,0.9825,0.015000000000000013,0.9674796487907612,0.982511816508284,0.9675,0.9825,0.015000000000000013,0.999475,0.9995,2.5000000000052758e-05,0.0598872569849832,0.0528693434723485,-0.007017913512634699,0.660123348236084,8.542408227920532,0.5178601741790771,0.4868800640106201,multiclass,1600,320,400,20,4
Performance-Prediction,0.7313432835820896,0.7425373134328358,0.011194029850746245,0.7217209816795238,0.7366111238221777,0.6865698404159943,0.7059052059052059,0.019335365489211553,0.7995337995337997,0.7973821050744128,-0.002151694459386899,0.5376712137817764,0.529424233271593,-0.008246980510183355,0.626335620880127,11.66794776916504,0.4916141033172607,0.4532296657562256,binclass,1072,215,268,19,2
PieChart3,0.8611111111111112,0.8796296296296297,0.01851851851851849,0.8097014925373135,0.8350746268656716,0.492063492063492,0.5343915343915344,0.04232804232804244,0.8669410150891632,0.8549872623946698,-0.011953752694493391,0.2757128158157924,0.2800567389682768,0.004343923152484441,0.5246012210845947,8.106360912322998,0.4904336929321289,0.4707136154174804,binclass,861,173,216,37,2
PizzaCutter3,0.8851674641148325,0.8708133971291866,-0.014354066985645897,0.8498495535934495,0.8343952016712312,0.5545652173913043,0.5291304347826087,-0.025434782608695583,0.9047826086956522,0.8830434782608696,-0.021739130434782594,0.2425148333579596,0.2592999893782957,0.01678515602033609,0.534858226776123,8.075592041015625,0.504432201385498,0.4542880058288574,binclass,834,167,209,37,2
QSAR_biodegradation,0.8767772511848341,0.8815165876777251,0.004739336492891044,0.8736220216840875,0.8803938097917156,0.8411971830985916,0.8586519114688129,0.01745472837022133,0.9463782696177064,0.9387323943661972,-0.007645875251509282,0.284385452299736,0.3162718776767058,0.031886425376969785,0.537684440612793,16.840163946151733,0.5131564140319824,0.4733779430389404,binclass,843,169,211,41,2
SDSS17,0.97745,0.9763,-0.0011500000000000954,0.977353058658226,0.9761725103854906,0.9727950448383278,0.9710189507472324,-0.0017760940910953593,0.9969486590650868,0.996758487836756,-0.00019017122833075994,0.0702613894828378,0.0748491455535557,0.004587756070717888,1.195476770401001,257.76487731933594,53.990970849990845,25.19096875190735,multiclass,80000,16000,20000,12,3
Telecom_Churn_Dataset,0.967016491754123,0.970014992503748,0.0029985007496250438,0.9664220941119864,0.9691826476871452,0.916540061493941,0.9140170012660518,-0.0025230602278891734,0.9224633749321758,0.9218846084282872,-0.0005787665038885503,0.122983025164683,0.1265697279785121,0.0035867028138290985,0.7334756851196289,11.811769723892212,0.7568666934967041,0.7063696384429932,binclass,2666,534,667,17,2
Water_Quality_and_Potability,0.6570121951219512,0.649390243902439,-0.007621951219512146,0.6047888947928316,0.5781372934697089,0.581640625,0.5641406250000001,-0.01749999999999996,0.6735546875,0.6676464843750001,-0.005908203124999956,0.6215042419644862,0.6264848155667776,0.004980573602291427,0.6555964946746826,22.975631713867188,0.6463367938995361,0.6141564846038818,binclass,2620,524,656,8,2
Wilt,0.9937823834196892,0.9906735751295336,-0.0031088082901555847,0.9937248277163724,0.9904507934090568,0.9604431712865448,0.9315970174403908,-0.028846153846153966,0.9862878085769652,0.9881413766955937,0.001853568118628468,0.0307275001383183,0.0336215426176042,0.002894042479285902,0.5150585174560547,15.968535661697388,0.6920793056488037,0.5705411434173584,binclass,3856,772,965,5,2
ada_agnostic,0.8400876232201533,0.8389923329682366,-0.0010952902519166807,0.8352457786780003,0.8378888103725963,0.7594720078087874,0.7779022874096146,0.018430279600827215,0.8999049588369018,0.8983252205854022,-0.0015797382514995961,0.3302114249308999,0.3380539244305084,0.007842499499608524,0.7844383716583252,12.549881219863892,1.3853881359100342,1.1822760105133057,binclass,3649,730,913,48,2
adult,0.8629076838032061,0.874393464774891,0.011485780971684845,0.858486184257438,0.8709651812239977,0.7817550796121109,0.8015762464032941,0.019821166791183176,0.9184170897193747,0.9291598579906204,0.01074276827124565,0.2946178527875275,0.273965835852247,-0.020652016935280515,0.9046807289123536,151.29589986801147,13.8490469455719,9.873324632644652,binclass,32561,6513,16281,14,2
allbp,0.9774834437086092,0.9788079470198676,0.0013245033112584403,0.9741554146906778,0.975389238731662,0.5430594028931979,0.54352108341028,0.0004616805170821747,0.9858948890317276,0.986540001954744,0.0006451129230163888,0.0644260194511045,0.0640939843750916,-0.0003320350760128987,0.743767261505127,17.035148859024048,0.9137754440307616,0.8321702480316162,multiclass,3017,604,755,29,3
analcatdata_authorship,0.9881656804733728,0.9940828402366864,0.005917159763313529,0.9881656804733728,0.9940804879569156,0.9918564618644068,0.9957627118644068,0.00390625,0.9999242768178148,0.9999242768178148,0.0,0.0091333246815618,0.0119386679449394,0.0028053432633775993,0.5291914939880371,8.346934795379639,0.5018079280853271,0.491685152053833,multiclass,672,135,169,69,4
autoUniv-au4-2500,0.722,0.69,-0.03200000000000003,0.6924099631795538,0.6610079840319361,0.5225067470030754,0.4997552250047072,-0.022751521998368218,0.7658104943623805,0.7473881272798621,-0.01842236708251832,0.6844671382734406,0.7300323778481143,0.04556523957467362,0.758690595626831,14.043880939483644,1.8676774501800537,1.7788262367248535,multiclass,2000,400,500,100,3
bank,0.9116443658078072,0.9098750414685391,-0.0017693243392680191,0.90946245325996,0.9078580832213466,0.7630212840001278,0.7607894883246351,-0.002231795675492698,0.945098027610844,0.944984866473409,-0.0001131611374350916,0.182463170222626,0.1831763431199776,0.0007131728973515938,1.058419704437256,82.15473079681396,13.932482957839966,9.653854846954346,binclass,36168,7234,9043,16,2
baseball,0.9440298507462688,0.9514925373134328,0.007462686567163979,0.9350137571046004,0.942167188252287,0.6038961038961039,0.670995670995671,0.0670995670995671,0.9749021571692588,0.9683826401959332,-0.006519516973325534,0.1364398981093045,0.1444511075880435,0.008011209478738984,0.6534442901611328,16.09873604774475,0.495065689086914,0.4621057510375976,multiclass,1072,215,268,16,3
churn,0.969,0.97,0.0010000000000000009,0.9680497733297432,0.9690275740299898,0.9078550846687968,0.9084371568457468,0.0005820721769499437,0.9434770762638396,0.9400094122309464,-0.003467664032893225,0.1113468524941747,0.1189096403379572,0.007562787843782504,0.818089485168457,12.587154626846312,0.984849452972412,0.7999234199523926,binclass,4000,800,1000,20,2
company_bankruptcy_prediction,0.9714076246334312,0.9699413489736072,-0.0014662756598240456,0.967039552211666,0.9659102317479724,0.6556818181818181,0.6549242424242424,-0.0007575757575757347,0.9646694214876032,0.9587637741046832,-0.005905647382919987,0.0702616962702631,0.0735541821125398,0.0032924858422767045,0.7883999347686768,52.352606534957886,2.861836194992065,2.449676275253296,binclass,5455,1091,1364,95,2
connect-4,0.8534635879218473,0.8632326820603907,0.009769094138543433,0.8346293883630407,0.8484339056732695,0.6615663403354329,0.6875051208614459,0.02593878052601295,0.9396035515671176,0.9460080781932714,0.0064045266261537614,0.3622183926617405,0.3385801166958948,-0.023638275965845723,2.721141815185547,496.6551496982575,32.47294902801514,22.490808725357056,multiclass,54045,10809,13512,42,3
credit,0.784026323661382,0.7747532156745438,-0.009273107986838225,0.7840255119918156,0.7739723009862747,0.7840257674543794,0.7747708231325825,-0.009254944321796854,0.8647509298789654,0.8587507408966353,-0.0060001889823301235,0.4623702790379217,0.5048689616592797,0.04249868262135803,0.6793346405029297,20.23436117172241,2.9068007469177246,2.051969528198242,binclass,13371,2675,3343,10,2
customer_satisfaction_in_airline,0.9648906683092086,0.964197720973206,-0.0006929473360025584,0.9649330765625675,0.9642418520553064,0.9660143434319108,0.9653518926504212,-0.0006624507814896319,0.9959753125690451,0.9956780899184864,-0.0002972226505587594,0.0777800008316469,0.0809331150608109,0.003153114229163992,2.212208271026612,250.36604046821597,93.88418531417848,30.713514804840088,binclass,103904,20781,25976,21,2
default_of_credit_card_clients,0.8265,0.828,0.0014999999999999458,0.8059728487239031,0.8051083277955948,0.6660369636148337,0.6610645161134262,-0.004972447501407462,0.8016277349509464,0.7992106524824502,-0.0024170824684962566,0.4141213673848365,0.4159269597325757,0.0018055923477391933,0.89239501953125,77.41507124900818,7.808742523193359,5.413898706436157,binclass,24000,4800,6000,23,2
dis,0.9894039735099338,0.990728476821192,0.0013245033112582183,0.9876592747782136,0.989524085374335,0.7076603858232391,0.7493270524899058,0.04166666666666674,0.9945042620008973,0.9973082099596232,0.002803947958725961,0.026967816245709,0.0213290765929446,-0.005638739652764402,0.6096560955047607,19.101513862609863,0.9232497215270996,0.8296113014221191,binclass,3017,604,755,29,2
drug_consumption,0.403183023872679,0.403183023872679,0.0,0.2316968605998004,0.2316968605998004,0.1428571428571428,0.1428571428571428,0.0,0.5295789854311167,0.4577345352008025,-0.07184445023031422,1.508819754856953,1.5244990854460114,0.01567933058905835,0.6341569423675537,8.2337965965271,0.4953234195709228,0.461355447769165,multiclass,1507,302,377,12,7
eeg-eye-state,0.9939919893190922,0.9929906542056076,-0.0010013351134845472,0.9939915726012408,0.9929894266832971,0.9938597538047236,0.9927445121690358,-0.0011152416356877692,0.9999117353682234,0.9997424113807336,-0.00016932398748981115,0.0126073785538265,0.0187521256281575,0.0061447470743310004,0.7869770526885986,18.41753554344177,2.685525894165039,1.8933889865875244,binclass,11984,2397,2996,14,2
estimation_of_obesity_levels,0.9929078014184396,0.9905437352245864,-0.0023640661938532093,0.9929060758789716,0.9905413452515084,0.9926929392446632,0.9902298850574712,-0.0024630541871919487,0.9999527633443552,0.999986503812673,3.374046831772226e-05,0.0253649559501606,0.0184955879216706,-0.006869368028490003,0.6629476547241211,8.788058996200562,0.7414817810058594,0.4866828918457031,multiclass,1688,338,423,16,7
eye_movements,0.853290676416819,0.909963436928702,0.05667276051188297,0.8529272825901404,0.9098146456712148,0.8618682666966883,0.914823429460176,0.05295516276348777,0.962570166034968,0.9825262787438126,0.019956112708844564,0.3537701187435651,0.2535688739962684,-0.10020124474729675,0.6300778388977051,62.42280650138855,2.167808055877685,1.6593708992004397,multiclass,8748,1750,2188,27,3
first-order-theorem-proving,0.6495098039215687,0.6070261437908496,-0.042483660130719025,0.6302433711633108,0.5901702793582696,0.5197128306430172,0.4833290476877813,-0.03638378295523592,0.8529567668120221,0.8285565667242207,-0.024400200087801416,1.037056970043118,1.1248837745786917,0.08782680453557368,0.5485773086547852,13.57427716255188,1.702683925628662,1.4450232982635498,multiclass,4894,979,1224,51,6
heloc,0.731,0.728,-0.0030000000000000027,0.7305470495903614,0.7276066640228489,0.731,0.728,-0.0030000000000000027,0.8028854999999999,0.8021754999999999,-0.0007099999999999884,0.5408285475378205,0.5422763171988947,0.001447769661074183,0.6626236438751221,17.247143745422363,1.840502977371216,1.378740310668945,binclass,8000,1600,2000,22,2
house_16H,0.8873239436619719,0.8917716827279466,0.004447739065974732,0.8873239436619719,0.8917716827279466,0.8873239436619719,0.8917716827279466,0.004447739065974732,0.9579519958500956,0.9581893844436836,0.00023738859358801712,0.2633639596034496,0.263731152758268,0.00036719315481836823,0.5353152751922607,23.623188018798828,2.4536168575286865,1.7650210857391355,binclass,10790,2158,2698,16,2
ibm-employee-performance,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.157777479602868e-05,1.299389698134889e-05,-8.58387781467979e-06,0.5647521018981934,8.90253734588623,0.5007753372192383,0.4741871356964111,binclass,1176,236,294,30,2
