dataset_name,accuracy_random,accuracy_f_mmd,delta_accuracy,f1_random,f1_f_mmd,delta_f1,balanced_accuracy_random,balanced_accuracy_f_mmd,delta_balanced_accuracy,roc_auc_random,roc_auc_f_mmd,delta_roc_auc,log_loss_random,log_loss_f_mmd,delta_log_loss,fit_seconds_random,fit_seconds_f_mmd,delta_fit_seconds,predict_seconds_random,predict_seconds_f_mmd,delta_predict_seconds,task_type_random,n_train_random,n_val_random,n_test_random,n_features_random,n_classes_random,ttt_c_selection_random,ttt_c_selection_f_mmd,ttt_c_source_random,ttt_c_source_f_mmd,ttt_c_f_distance_mean_f_mmd
in_vehicle_coupon_recommendation,0.7737485218762318,0.7749310208908159,0.0011824990145841152,0.7718380606661707,0.7734557424326273,0.0016176817664566023,0.7631720276885857,0.7655308140013553,0.002358786312769534,0.8512014008955091,0.8536219355410737,0.002420534645564576,0.4694996011703924,0.466421094254091,-0.0030785069163014045,46.06681847572327,57.04550290107727,10.978684425354004,1.7966723442077637,1.7707619667053225,-0.025910377502441184,binclass,10147,2030,2537,21,2,random,f_mmd,none,test,1.6951515820085177
jasmine,0.8324958123953099,0.8324958123953099,0.0,0.830927772854532,0.8308156826687917,-0.00011209018574032115,0.8326580772597697,0.8326636888060874,5.611546317729754e-06,0.8745033781508833,0.8767704428632355,0.0022670647123521626,0.3845572540364546,0.382735697910136,-0.0018215561263185687,83.94332575798035,48.62887358665466,-35.314452171325684,2.62361216545105,2.553471326828003,-0.07014083862304688,binclass,2387,478,597,144,2,random,f_mmd,none,test,3.744939232855245
jungle_chess_2pcs_raw_endgame_complete,0.9902945113788488,0.9897367246764835,-0.0005577867023652816,0.9902907502860454,0.9897336471408276,-0.000557103145217841,0.9864077423205924,0.9863586524951296,-4.9089825462811376e-05,0.9996209222594123,0.999594084395691,-2.6837863721373978e-05,0.0516015698541623,0.0504441824075506,-0.0011573874466117018,185.29758524894717,194.1912839412689,8.89369869232172,8.616498947143555,8.686609506607056,0.07011055946350098,multiclass,35855,7171,8964,6,3,random,f_mmd,none,test,1.9249339663621488
kdd_ipums_la_97-small,0.8766859344894027,0.882466281310212,0.005780346820809301,0.8764837126282911,0.8820454545454546,0.005561741917163521,0.8766859344894027,0.882466281310212,0.005780346820809301,0.9465995448487344,0.9472863554857608,0.0006868106370263583,0.2676186280266074,0.2654970390770252,-0.0021215889495821982,9.88330078125,12.47334909439087,2.590048313140869,0.8012616634368896,0.7685134410858154,-0.03274822235107422,binclass,4150,830,1038,20,2,random,f_mmd,none,test,3.3453983837649908
law-school-admission-bianry,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.2993896981348888e-05,1.2993896981348888e-05,0.0,24.49703550338745,24.34855365753174,-0.1484818458557129,2.842893600463867,2.85201358795166,0.009119987487792969,binclass,16640,3328,4160,11,2,random,f_mmd,none,test,3.3184578216595466
led7,0.740625,0.7390625,-0.0015625000000000222,0.7344028439473028,0.732962503194235,-0.0014403407530678702,0.7386593331245221,0.7371667958110893,-0.0014925373134327957,0.9590290945042852,0.9573502102361732,-0.0016788842681120242,0.7784400640818426,0.789800884939751,0.01136082085790835,14.30797290802002,8.472970247268677,-5.835002660751343,0.6048052310943604,0.5619006156921387,-0.04290461540222168,multiclass,2560,512,640,7,10,random,f_mmd,none,test,2.027332511650197
mammography,0.9888243182834152,0.9874832364774252,-0.0013410818059900187,0.9879016619731944,0.9868317397265052,-0.0010699222466892255,0.8065481429325823,0.8152481957401866,0.00870005280760433,0.9831455729625066,0.9833744059144516,0.00022883295194497943,0.0338761582307375,0.0339935227883851,0.00011736455764759651,12.561676740646362,20.770302057266235,8.208625316619873,1.139389991760254,1.1250498294830322,-0.01434016227722168,binclass,8946,1790,2237,6,2,random,f_mmd,none,test,8.315249255577932
mfeat-factors,0.9775,0.9775,0.0,0.977492574033173,0.9774660103141116,-2.656371906140098e-05,0.9775,0.9775,0.0,0.9995902777777778,0.9995694444444444,-2.0833333333358794e-05,0.0858900948396252,0.094579029848157,0.008688935008531795,20.76672840118408,20.442421913146973,-0.3243064880371058,1.022608518600464,1.0167598724365234,-0.005848646163940652,multiclass,1600,320,400,216,10,random,f_mmd,none,test,2.058848374819719
mfeat-karhunen,0.97,0.9675,-0.0024999999999999467,0.9699556969393338,0.9673696286201632,-0.0025860683191706313,0.97,0.9675,-0.0024999999999999467,0.9995694444444444,0.9994722222222222,-9.722222222219301e-05,0.1034366112482482,0.1469865811871602,0.04354996993891201,9.113251447677612,8.62712025642395,-0.4861311912536621,0.4857487678527832,0.4601624011993408,-0.025586366653442383,multiclass,1600,320,400,64,10,random,f_mmd,none,test,1.7423473684625956
mfeat-pixel,0.9675,0.965,-0.0025000000000000577,0.967433717439272,0.964935195800776,-0.002498521638495954,0.9675,0.965,-0.0025000000000000577,0.999,0.9991458333333334,0.00014583333333340054,0.1286886149674886,0.1275330912566407,-0.0011555237108479,76.97288393974304,35.1749005317688,-41.79798340797424,1.3338487148284912,1.3086371421813965,-0.025211572647094727,multiclass,1600,320,400,240,10,random,f_mmd,none,test,1.7238650669662638
mice_protein_expression,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.00043146778065,0.0003974936685529,-3.397411209709998e-05,10.778267860412598,10.244161367416382,-0.5341064929962158,0.470205545425415,0.4540045261383056,-0.016201019287109375,multiclass,864,173,216,75,8,random,f_mmd,none,test,3.8332374332200425
mobile_c36_oversampling,0.9942040185471408,0.9943972179289028,0.00019319938176198814,0.9941983711508204,0.9943920119947384,0.00019364084391793046,0.9929721156632598,0.9932179367055411,0.0002458210422813245,0.9992791231433548,0.9993437861259918,6.466298263707593e-05,0.0248854966757292,0.0224408883805711,-0.0024446082951580968,220.55250239372253,143.74614262580872,-76.80635976791382,11.168550968170166,11.164871454238892,-0.003679513931274414,binclass,41408,8282,10352,6,2,random,f_mmd,none,test,3.87416050776356
national-longitudinal-survey-binary,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0001518081124744,9.05125422688009e-05,-6.129557020559912e-05,9.980347394943236,9.45483684539795,-0.5255105495452863,0.7540075778961182,0.7182574272155762,-0.03575015068054199,binclass,3926,786,982,16,2,random,f_mmd,none,test,2.859666730805571
online_shoppers,0.9042984590429846,0.90551500405515,0.0012165450121653931,0.8997367305815303,0.9017211616052606,0.0019844310237303597,0.7755486830601642,0.7837512938268131,0.008202610766648855,0.9307664479303795,0.9311332415511856,0.0003667936208060496,0.2257094629348586,0.2263541706129203,0.0006447076780616845,22.13996934890747,27.5431387424469,5.403169393539429,1.534772872924805,1.520906686782837,-0.013866186141967995,binclass,9864,1973,2466,14,2,random,f_mmd,none,test,3.612355004594388
ozone-level-8hr,0.9526627218934912,0.9546351084812624,0.0019723865877712132,0.9438411998460644,0.9455028296657256,0.0016616298196612256,0.668717105263158,0.6697697368421053,0.001052631578947305,0.9440131578947368,0.942565789473684,-0.0014473684210528637,0.1259611151701423,0.1274911731958848,0.0015300580257424923,12.273987770080566,13.683030128479004,1.4090423583984375,1.2643201351165771,1.2296788692474363,-0.03464126586914085,binclass,2027,406,507,72,2,random,f_mmd,none,test,3.760222356214882
page-blocks,0.9771689497716894,0.9799086757990868,0.00273972602739736,0.9769755430864684,0.9796501794474878,0.002674636361019389,0.8995303112955375,0.9029675319250268,0.003437220629489257,0.9928929962404152,0.9931552615657608,0.0002622653253456786,0.0886302042092117,0.091355214798035,0.0027250105888233095,14.60739254951477,15.307677268981934,0.7002847194671631,0.6715953350067139,0.6443378925323486,-0.027257442474365234,multiclass,4378,876,1095,10,5,random,f_mmd,none,test,206.56257001847192
pc3,0.8977635782747604,0.8913738019169329,-0.006389776357827448,0.8493992104215747,0.8718064290538436,0.02240721863226891,0.5,0.5795151245551602,0.07951512455516019,0.822508896797153,0.8335186832740213,0.011009786476868344,0.2778711633368486,0.2736289725343854,-0.004242190802463186,14.087969303131104,13.920789241790771,-0.16718006134033203,0.4699609279632568,0.4385087490081787,-0.03145217895507807,binclass,1250,250,313,37,2,random,f_mmd,none,test,11.670120732183827
pendigits,0.9972714870395636,0.9972714870395636,0.0,0.997273276642423,0.997273276642423,0.0,0.9972681553840104,0.9972681553840104,0.0,0.9997121736022538,0.9997140108603466,1.837258092773908e-06,0.0128193643522196,0.0140366786619804,0.0012173143097607992,14.23433232307434,14.046578884124756,-0.18775343894958496,1.3992702960968018,1.3767070770263672,-0.02256321907043457,multiclass,8793,1759,2199,16,10,random,f_mmd,none,test,2.452164893334547
pol,0.992563212692117,0.991571641051066,-0.0009915716410510145,0.992563135915902,0.9915715540380224,-0.0009915818778795105,0.9925649314896094,0.9915733596048264,-0.000991571884783049,0.999789592083943,0.999794508156748,4.916072804950211e-06,0.020920619279036,0.0199197304499969,-0.0010008888290390996,18.230698823928837,19.62340021133423,1.392701387405392,1.511378049850464,1.4890868663787842,-0.02229118347167991,binclass,8065,1613,2017,26,2,random,f_mmd,none,test,7.343504204160318
rice_cammeo_and_osmancik,0.9304461942257218,0.9330708661417324,0.002624671916010568,0.93028263305116,0.9327800107613768,0.0024973777102168526,0.9268376765914336,0.9279703945516968,0.001132717960263263,0.9769657229695504,0.9780280857770024,0.0010623628074519775,0.1938992174050329,0.1845040676741233,-0.009395149730909602,12.69823145866394,7.742843866348267,-4.955387592315674,0.5891482830047607,0.5563383102416992,-0.03280997276306152,binclass,3048,610,762,7,2,random,f_mmd,none,test,3.80458344580476
rl,0.8943661971830986,0.8943661971830986,0.0,0.8943421362993529,0.8943481258104583,5.989511105419787e-06,0.8943661971830985,0.8943661971830985,0.0,0.9482164617483574,0.948839920812602,0.000623459064244658,0.2929597122162481,0.2894310738116214,-0.003528638404626694,15.009244918823242,17.201277494430542,2.1920325756073,0.7062737941741943,0.6592659950256348,-0.04700779914855957,binclass,3976,796,994,12,2,random,f_mmd,none,test,5.271763022459871
segment,0.9372294372294372,0.9329004329004328,-0.0043290043290044045,0.9371760551764846,0.933069966839642,-0.004106088336842562,0.9372294372294372,0.9329004329004328,-0.0043290043290044045,0.9958240412785866,0.995414097686825,-0.0004099435917616079,0.1699289830908586,0.1758976814157141,0.005968698324855498,8.435113668441772,7.7549989223480225,-0.68011474609375,0.4716935157775879,0.5437936782836914,0.07210016250610352,multiclass,1848,370,462,17,7,random,f_mmd,none,test,5.893529068765413
semeion,0.9529780564263324,0.962382445141066,0.009404388714733591,0.953089419686292,0.962374094035536,0.00928467434924396,0.9530241935483872,0.9623991935483872,0.009375000000000022,0.9990405629862752,0.998953142757234,-8.742022904117963e-05,0.1391276491810384,0.1471974716137028,0.008069822432664409,43.69405031204224,30.621326684951782,-13.072723627090461,1.2100045680999756,1.1839656829833984,-0.02603888511657715,multiclass,1274,255,319,256,10,random,f_mmd,none,test,1.5199568110473989
shrutime,0.8735,0.8655,-0.008000000000000007,0.8612633243351486,0.855097251214224,-0.006166073120924653,0.7248503491852345,0.7238015144150828,-0.0010488347701517187,0.884282827249239,0.8790410516487169,-0.005241775600522081,0.3080566216785053,0.3124963841160588,0.004439762437553507,12.428614377975464,12.179257154464722,-0.2493572235107422,1.1257143020629885,1.1057970523834229,-0.01991724967956565,binclass,8000,1600,2000,10,2,random,f_mmd,none,test,2.195346667965043
spambase,0.9576547231270358,0.9598262757871878,0.0021715526601520097,0.957644474401364,0.9597133034687408,0.0020688290673768206,0.955426701027874,0.9552934032406172,-0.00013329778725679198,0.9909703091521274,0.9901754593836706,-0.0007948497684567846,0.1186971316471305,0.1226646561218598,0.003967524474729298,12.864884853363035,12.36002779006958,-0.5048570632934553,1.329097032546997,1.2862839698791504,-0.04281306266784668,binclass,3680,736,921,57,2,random,f_mmd,none,test,8.755897123901875
sports_articles_for_objectivity_analysis,0.845,0.84,-0.0050000000000000044,0.8425608503788404,0.8378050669321828,-0.004755783446657613,0.8197066120159637,0.815769604141948,-0.003937007874015741,0.9032466832056952,0.8985007011109912,-0.004745982094704004,0.3744814965375516,0.3928852025387525,0.018403706001200892,12.417716026306152,22.070123195648197,9.652407169342045,0.4946367740631103,0.4629642963409424,-0.03167247772216791,binclass,800,160,200,59,2,random,f_mmd,none,test,7.047942144997194
steel_plates_faults,0.8406169665809768,0.8586118251928021,0.01799485861182526,0.8407789123274074,0.8589730902986565,0.018194177971249115,0.8721605514368671,0.8877916430548011,0.015631091617933968,0.9802323798768292,0.9817210284524228,0.0014886485755936096,0.3874117375214187,0.3742240452815005,-0.013187692239918225,16.160257577896118,15.224704265594482,-0.9355533123016357,0.4828066825866699,0.4486083984375,-0.03419828414916992,multiclass,1552,311,389,27,7,random,f_mmd,none,test,37.381978418108574
sylvine,0.9707317073170731,0.9697560975609756,-0.0009756097560975618,0.9707316516010556,0.9697548884831132,-0.0009767631179423697,0.9707335830896686,0.9697627314814814,-0.0009708516081872176,0.9979250426413256,0.9975214729532164,-0.0004035696881092843,0.0591895418581999,0.0601585581372927,0.0009690162790928006,13.087030172348022,11.31225609779358,-1.7747740745544416,0.7867140769958496,0.7662081718444824,-0.020505905151367188,binclass,4099,820,1025,20,2,random,f_mmd,none,test,2.6819580007971275
telco-customer-churn,0.8048261178140526,0.808374733853797,0.0035486160397444344,0.7949110424513848,0.7990147296109265,0.00410368715954168,0.7091955359218787,0.7150262212922059,0.005830685370327271,0.8510501433775091,0.8504017153633522,-0.0006484280141568766,0.4102857647623726,0.4110412941918304,0.0007555294294577797,14.75683069229126,23.265047073364254,8.508216381072994,0.982614040374756,0.960463285446167,-0.022150754928588978,binclass,5634,1127,1409,18,2,random,f_mmd,none,test,1.874480203513468
thyroid-ann,0.9880794701986756,0.9894039735099338,0.0013245033112582183,0.9878644042103668,0.9891461734730104,0.0012817692626435617,0.9025536620921932,0.903031217011009,0.00047755491881573686,0.9988082912598836,0.9991374838802792,0.00032919262039565744,0.0350326041404768,0.0338391842178789,-0.001193419922597902,18.675710916519165,17.5003924369812,-1.1753184795379639,0.7466878890991211,0.7056868076324463,-0.041001081466674805,multiclass,3017,604,755,21,3,random,f_mmd,none,test,7.608014398270633
turiye_student_evaluation,0.520618556701031,0.5249140893470791,0.004295532646048095,0.4905814305075623,0.4946930442894746,0.004111613781912271,0.4098288722232384,0.4133500808752317,0.0035212086519932906,0.7639629592675881,0.7622653799603686,-0.0016975793072194767,1.1903069145655911,1.1950485758619234,0.004741661296332245,39.82311797142029,15.66450572013855,-24.15861225128174,1.085352897644043,1.0580062866210938,-0.02734661102294922,multiclass,4656,932,1164,32,5,random,f_mmd,none,test,2.94069101946416
vehicle,0.8941176470588236,0.8941176470588236,0.0,0.8926598118922366,0.8926598118922366,0.0,0.8947510822510822,0.8947510822510822,0.0,0.9740865688131312,0.9766061846139972,0.0025196158008660152,0.2606973422620132,0.2510901936562136,-0.009607148605799587,9.822251558303831,10.23710322380066,0.41485166549682795,0.4800269603729248,0.4333326816558838,-0.046694278717041016,multiclass,676,136,170,18,4,random,f_mmd,none,test,4.491036758993849
water_quality,0.905,0.905625,0.0006249999999999867,0.8929228733167178,0.8930288031902895,0.00010592987357171957,0.6686247461987942,0.666582712069313,-0.0020420341294812294,0.9085405074474184,0.907788790898805,-0.0007517165486133903,0.2177451742327535,0.2184517822015818,0.0007066079688282934,11.503594398498535,16.37951374053955,4.875919342041016,1.0424232482910156,1.0175371170043943,-0.024886131286621316,binclass,6396,1280,1600,20,2,random,f_mmd,none,test,2.505492927759106
waveform_database_generator_version_1,0.868,0.87,0.0020000000000000018,0.8677767786832707,0.8696826244816809,0.001905845798410133,0.8679073738174763,0.8698830973174062,0.0019757234999299156,0.9725033201972788,0.9728143601973728,0.00031104000009396504,0.2927088258116233,0.2902008726062334,-0.002507953205389879,23.85536742210388,12.260031938552856,-11.595335483551022,0.8200488090515137,0.7622635364532471,-0.0577852725982666,multiclass,4000,800,1000,21,3,random,f_mmd,none,test,2.227887633634742
wine,0.7651663405088063,0.7788649706457925,0.013698630136986245,0.7636076619640798,0.777325124553288,0.01371746258920814,0.7653262867647059,0.7790287990196079,0.013702512254901933,0.8699295343137255,0.8724264705882353,0.0024969362745097534,0.4493147531543623,0.4488057021567954,-0.0005090509975669288,8.034082889556885,10.165148735046388,2.1310658454895037,0.5576512813568115,0.5179626941680908,-0.0396885871887207,binclass,2043,409,511,4,2,random,f_mmd,none,test,3.448447365431737
wine-quality-white,0.6561224489795918,0.6520408163265307,-0.004081632653061162,0.6460108473535884,0.6390003317469134,-0.007010515606674983,0.3822891762140657,0.355186756051999,-0.02710242016206671,0.8963308490073615,0.8957291060056042,-0.0006017430017573044,0.8028392083031746,0.7923570360364663,-0.010482172266708223,17.070534229278564,20.461807012557983,3.391272783279419,0.681645393371582,0.624603271484375,-0.05704212188720703,multiclass,3918,784,980,11,7,random,f_mmd,none,test,4.045075943656547
BLE_RSSI_dataset_for_Indoor_localization,0.758137205808713,0.7621432148222334,0.0040060090135203286,0.7577771841886759,0.7617630245998147,0.003985840411138808,0.7578756870544007,0.7617901311524552,0.003914444098054526,0.9188840337868406,0.918962429895684,7.839610884341486e-05,0.5364816665313568,0.5361668378941062,-0.00031482863725051935,25.996546506881717,17.004291534423828,-8.99225497245789,0.9849441051483154,0.9595658779144288,-0.025378227233886608,multiclass,7987,1598,1997,3,3,random,f_mmd,none,test,2.914627962138002
BNG(cmc),0.5872513562386981,0.5839963833634719,-0.0032549728752261364,0.5854122349949082,0.5821012631148555,-0.0033109718800526933,0.5666405011123222,0.5634974867294938,-0.0031430143828283796,0.7658891431254036,0.7653076304316729,-0.0005815126937306347,0.8730739863300606,0.873813075526643,0.0007390891965823876,129.9259808063507,148.47159004211426,18.54560923576355,12.752584218978882,12.903124809265137,0.15054059028625488,multiclass,44236,8848,11060,9,3,random,f_mmd,none,test,3.0281701218407795
Bank_Customer_Churn_Dataset,0.8575,0.8745,0.017000000000000015,0.8556543303471325,0.8643887435096065,0.00873441316247403,0.7678641661692509,0.7437799895427014,-0.02408417662654949,0.8760517065601812,0.884633477853817,0.008581771293635798,0.3594424414872602,0.3110190790926815,-0.04842336239457867,12.152786493301392,15.07344937324524,2.9206628799438477,1.105733871459961,1.1032862663269043,-0.0024476051330566406,binclass,8000,1600,2000,10,2,random,f_mmd,none,test,2.216024872546399
California-Housing-Classification,0.9207848837209304,0.9219961240310076,0.001211240310077244,0.9207845908538989,0.9219955747156744,0.0012109838617755386,0.920785921440719,0.9219949320379006,0.0012090105971815923,0.9787500044013104,0.9788971842177228,0.00014717981641232392,0.1882071616812243,0.1866848399800649,-0.0015223217011594015,42.543187618255615,65.59774541854858,23.05455780029297,2.6881606578826904,2.711172819137573,0.02301216125488237,binclass,16512,3303,4128,8,2,random,f_mmd,none,test,7.41735768032698
Click_prediction_small,0.83279098873592,0.8339173967459325,0.001126408010012514,0.7592204859050842,0.762989238915188,0.0037687530101038202,0.5051957860291112,0.5100201010329622,0.004824315003851054,0.6273579240740956,0.6261392933596814,-0.0012186307144141928,0.439158606905097,0.4384041664060742,-0.0007544404990227904,44.98828339576721,71.79544949531555,26.80716609954834,6.9844183921813965,7.06720232963562,0.08278393745422363,binclass,31958,6392,7990,3,2,random,f_mmd,none,test,10.850846184245832
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),0.9791666666666666,0.9729166666666668,-0.006249999999999867,0.9791692006510168,0.9729212544502404,-0.0062479462007764,0.9792825361512792,0.97309510567297,-0.006187430478309275,0.9972712736373748,0.9964891546162404,-0.0007821190211343421,0.0638224588223996,0.0733053345594041,0.0094828757370045,10.46670699119568,7.8941330909729,-2.57257390022278,0.4662864208221435,0.4383955001831054,-0.027890920639038086,binclass,1920,384,480,30,2,random,f_mmd,none,test,3.316421665732944
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),0.96875,0.9708333333333332,0.002083333333333215,0.968752036493972,0.9708333333333332,0.002081296839361202,0.9687847608453838,0.970800889877642,0.0020161290322582293,0.9943861234705228,0.9941080367074528,-0.0002780867630699513,0.0953793856573205,0.0962632062818559,0.000883820624535403,11.371843099594116,10.65360140800476,-0.7182416915893555,0.4641683101654053,0.4477801322937011,-0.016388177871704157,binclass,1920,384,480,30,2,random,f_mmd,none,test,3.020260597973345
Credit_c,0.81325,0.8131,-0.00014999999999998348,0.8133157724270034,0.8131557404912894,-0.0001600319357140112,0.8204360748815986,0.8211690441751177,0.0007329692935190701,0.9273300241347868,0.926271465559795,-0.0010585585749918192,0.4407815234101476,0.4449208256633967,0.0041393022532491,479.7576777935028,615.3029677867889,135.54528999328613,28.646157264709476,28.87110996246338,0.2249526977539027,multiclass,80000,16000,20000,22,3,random,f_mmd,none,test,7.882095831881584e+86
Diabetic_Retinopathy_Debrecen,0.7489177489177489,0.7532467532467533,0.0043290043290044045,0.7489177489177489,0.7531724089863625,0.004254660068613636,0.7478545618789522,0.7519196025293586,0.004065040650406471,0.8373230954531767,0.8327311050888286,-0.0045919903643480975,0.4841768094269514,0.5022101758690253,0.018033366442073873,8.461467027664185,11.776297092437744,3.3148300647735596,0.4736979007720947,0.4638044834136963,-0.009893417358398438,binclass,920,184,231,19,2,random,f_mmd,none,test,8.221732014082974
Employee,0.8528464017185822,0.8517722878625135,-0.0010741138560687036,0.8437685141652652,0.8447285957211687,0.0009600815559034359,0.7963558715220949,0.8022350654664485,0.005879193944353656,0.8750818330605564,0.8746266366612112,-0.0004551963993452146,0.3538418974780197,0.3543316214351452,0.0004897239571254874,9.080119132995604,10.707306146621704,1.6271870136261004,0.5907347202301025,0.5929584503173828,0.0022237300872802734,binclass,3722,745,931,8,2,random,f_mmd,none,test,2.6504665867709893
FOREX_audcad-day-High,0.7411444141689373,0.7384196185286104,-0.0027247956403269047,0.740693610707586,0.7381278150925924,-0.0025657956149935934,0.740613675518327,0.7379997623715321,-0.002613913146794933,0.8305411988356205,0.8338977009445732,0.0033565021089526637,0.5084220702776182,0.5114084727172875,0.0029864024396693,17.32353663444519,7.5091023445129395,-9.814434289932251,0.4905660152435303,0.4547462463378906,-0.03581976890563965,binclass,1467,294,367,10,2,random,f_mmd,none,test,5.602017009747491
FOREX_audchf-day-High,0.6730245231607629,0.7438692098092643,0.07084468664850141,0.6493808029456501,0.7426397209237333,0.09325891797808317,0.6766025069803363,0.7448612843818689,0.06825877740153263,0.8305114952771342,0.8251054476326264,-0.005406047644507805,0.5967048020234306,0.5614075020982596,-0.035297299925170944,7.936278820037842,7.523428916931152,-0.41284990310668945,0.4630823135375976,0.4427847862243652,-0.020297527313232422,binclass,1466,294,367,10,2,random,f_mmd,none,test,4.134880364480623
FOREX_audjpy-hour-High,0.7209355390758699,0.7204791785510554,-0.0004563605248145697,0.7207630432300667,0.7203385706355816,-0.00042447259448508134,0.7220066648552135,0.7214882171642587,-0.0005184476909547708,0.7944800863660842,0.7981646946528884,0.0036846082868041696,0.5494298322264155,0.5448635162898109,-0.004566315936604615,54.63952660560608,61.30559587478638,6.666069269180298,8.594046831130981,8.730591535568237,0.13654470443725586,binclass,35060,7012,8765,10,2,random,f_mmd,none,test,5.075937866215413
FOREX_audusd-hour-High,0.7091842555618939,0.7050770108385624,-0.00410724472333146,0.7085310864861528,0.701954138671361,-0.006576947814791789,0.7066085492810845,0.6994903747673725,-0.0071181745137119945,0.7848866547962935,0.7852196403922761,0.00033298559598260447,0.5623474754425271,0.5653573920951146,0.003009916652587541,196.39784383773804,197.57641744613647,1.1785736083984375,8.627562522888184,8.720244884490967,0.0926823616027832,binclass,35060,7012,8765,10,2,random,f_mmd,none,test,4.528398710995212
FOREX_cadjpy-hour-High,0.7119224187107815,0.6919566457501426,-0.01996577296063895,0.7109570192803799,0.6865555483156024,-0.024401470964777516,0.7100329770688006,0.6969481092872656,-0.013084867781535059,0.7829829076645201,0.7798267932323815,-0.0031561144321385903,0.5692160284107085,0.5880548495241057,0.018838821113397186,54.853275775909424,87.53780508041382,32.684529304504395,8.615311861038208,8.72526240348816,0.10995054244995117,binclass,35060,7012,8765,10,2,random,f_mmd,none,test,5.189009102222003
Fitness_Club_c,0.7966666666666666,0.7966666666666666,0.0,0.7910568700935312,0.7942745098039216,0.003217639710390352,0.7361848677638152,0.7485935117514064,0.012408643987591228,0.8270676691729323,0.8263315631736684,-0.0007361059992638808,0.4546457393183044,0.4542414246248459,-0.00040431469345847404,13.919032573699951,11.39489459991455,-2.5241379737854004,0.4807970523834228,0.4475953578948974,-0.03320169448852539,binclass,1200,240,300,6,2,random,f_mmd,none,test,4.149271633992402
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,0.690625,0.6875,-0.0031250000000000444,0.6904768883547792,0.6873045653533458,-0.0031723230014333303,0.690625,0.6875,-0.0031250000000000444,0.759140625,0.76015625,0.0010156249999999645,0.5495888579199417,0.552550539737118,0.002961681817176265,12.70693588256836,10.117104530334473,-2.5898313522338867,0.4861707687377929,0.4703512191772461,-0.01581954956054682,binclass,1280,256,320,20,2,random,f_mmd,none,test,2.8019660115411904
GesturePhaseSegmentationProcessed,0.8217721518987342,0.8237974683544304,0.0020253164556961467,0.820473915257765,0.8222079074255345,0.0017339921677694825,0.7955302821171969,0.797429659411106,0.0018993772939090992,0.9615680616265714,0.9614199137017296,-0.0001481479248417461,0.516643212467639,0.5170336238456179,0.00039041137797890535,36.6792848110199,38.31871724128723,1.639432430267334,1.635786056518555,1.6313161849975586,-0.004469871520996316,multiclass,7898,1580,1975,32,5,random,f_mmd,none,test,8.95063923650063
Heart-Disease-Dataset-(Comprehensive),0.9369747899159664,0.9369747899159664,0.0,0.9368834898709552,0.936946663204456,6.317333350081e-05,0.9350431618748662,0.9358992651779982,0.0008561033031319054,0.9703930941000214,0.9683241777841192,-0.002068916315902225,0.2093050645865777,0.2171685094038577,0.007863444817280019,10.237768173217772,11.221296548843384,0.9835283756256121,0.4668140411376953,0.4401798248291015,-0.026634216308593806,binclass,952,191,238,11,2,random,f_mmd,none,test,2.505020198631557
Insurance,0.7575371549893843,0.7575371549893843,0.0,0.6530303380048618,0.6530303380048618,0.0,0.5,0.5,0.0,0.4991398046853526,0.5175551015840355,0.01841529689868293,0.5660885347032683,0.55690860468708,-0.00917993001618822,28.18956065177917,28.286004781723022,0.09644412994385121,3.23755955696106,3.2694127559661865,0.03185319900512651,binclass,18838,3768,4710,10,2,random,f_mmd,none,test,2.527371559611265
Is-this-a-good-customer,0.8840579710144928,0.8840579710144928,0.0,0.829654403567447,0.8442704113781617,0.014616007810714704,0.5,0.5325819672131148,0.03258196721311479,0.7423770491803279,0.7450819672131148,0.0027049180327869404,0.3195621416909866,0.32614435101163,0.006582209320643351,8.286328792572021,7.8748459815979,-0.4114828109741211,0.4582698345184326,0.4494316577911377,-0.008838176727294922,binclass,1378,276,345,13,2,random,f_mmd,none,test,3.379842733096094
KDD,0.8073485600794439,0.8123138033763655,0.0049652432969216065,0.8060876822111309,0.811596412796015,0.005508730584884103,0.8084447863652503,0.8131672387264766,0.004722452361226259,0.9054957194145264,0.905227443089912,-0.00026827632461445816,0.3667904482035727,0.3716230151680763,0.004832566964503571,19.777090787887573,26.70853352546692,6.931442737579346,1.2310121059417725,1.2047514915466309,-0.0262606143951416,binclass,4025,805,1007,45,2,random,f_mmd,none,test,7.599353329446505
