dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_baseline_accuracy,ttt_val_best_roc_auc,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_best_accuracy
walking-activity,/home/crc00006699/zh/tabiclv2/data172/walking-activity,multiclass,119465,23893,29867,4,22,0.6798138413633776,0.6791073984179399,0.6374015959317284,0.9764683239468794,0.8888797088231561,0.0861532688140869,1637.443503856659,ok,,119465,0,0,29867,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,,,,,
wall-robot-navigation,/home/crc00006699/zh/tabiclv2/data172/wall-robot-navigation,multiclass,4364,873,1092,24,4,0.9844322344322344,0.9844652747226728,0.986136878994022,0.999763638167724,0.0380701944542824,53.83354949951172,0.8730146884918213,ok,,4364,3491,0,1092,,60,5e-06,True,53.83306121826172,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
water_quality,/home/crc00006699/zh/tabiclv2/data172/water_quality,binclass,6396,1280,1600,20,2,0.903125,0.889777568564799,0.6579883445186689,0.907476867279406,0.2189136120991931,62.89513063430786,1.0311551094055176,ok,,6396,5116,0,1600,,90,5e-06,True,62.89453220367432,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,,,,,
waveform-5000,/home/crc00006699/zh/tabiclv2/data172/waveform-5000,multiclass,4000,800,1000,40,3,0.866,0.8659006961916568,0.8661816144967435,0.9784008241484984,0.258665275004761,30.801515102386475,1.2407419681549072,ok,,4000,3200,0,1000,,60,5e-06,True,30.80119061470032,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
waveform_database_generator_version_1,/home/crc00006699/zh/tabiclv2/data172/waveform_database_generator_version_1,multiclass,4000,800,1000,21,3,0.868,0.8676368036748386,0.8678152910752676,0.9721576516627064,0.2946086972331225,26.4097752571106,0.8443160057067871,ok,,4000,3200,0,1000,,60,5e-06,True,26.409363746643063,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
website_phishing,/home/crc00006699/zh/tabiclv2/data172/website_phishing,multiclass,1082,217,271,9,3,0.918819188191882,0.9193870087207996,0.9282828282828284,0.9783810385874772,0.2530793357146073,70.27243947982788,0.4850690364837646,ok,,1082,865,0,271,,30,5e-06,True,70.27206206321716,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
wine,/home/crc00006699/zh/tabiclv2/data172/wine,binclass,2043,409,511,4,2,0.7788649706457925,0.7774675444331128,0.7790211397058824,0.867202818627451,0.4565937234630948,34.51241588592529,0.6414825916290283,ok,,2043,1634,0,511,,30,5e-06,True,34.512085914611816,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
wine-quality-red,/home/crc00006699/zh/tabiclv2/data172/wine-quality-red,multiclass,1279,256,320,4,6,0.65,0.6306068825817132,0.3172947303921569,0.8019706124885119,0.8751748175815806,53.46197462081909,0.4340596199035644,ok,,1279,1023,0,320,,30,5e-06,True,53.46159267425537,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
wine-quality-white,/home/crc00006699/zh/tabiclv2/data172/wine-quality-white,multiclass,3918,784,980,11,7,0.6448979591836734,0.6330881358536112,0.3624490752252166,0.8941517839698563,0.823806697707309,26.248555421829224,0.6534812450408936,ok,,3918,3134,0,980,,60,5e-06,True,26.248136520385746,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
yeast,/home/crc00006699/zh/tabiclv2/data172/yeast,multiclass,1187,238,297,8,10,0.6195286195286195,0.6132129672851486,0.578211630926439,0.8876969755847842,0.9730516712999824,30.423139333724976,0.4448840618133545,ok,,1187,949,0,297,,30,5e-06,True,30.42274761199951,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
